Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category,Predicted Risk Category,Phone Number,Address
E4488,184,None,None,None,Flagged,Pass,7,Moderate,Moderate,(549)624-5036,"26871 Powell Ramp Apt. 829
West Donaldmouth, MB J1V 4R3"
E4489,112,None,None,None,None,Pass,6,Low,Low,8429944732,"532 Edwards Mills
New Natalieside, NU M1R8J5"
E4490,121,None,None,None,Flagged,Fail,8,Moderate,Moderate,001-503-336-9088x00627,"2162 Donna Isle Apt. 758
West Thomasview, NB S9H 8A4"
E4491,151,None,None,None,Flagged,Fail,8,Moderate,Moderate,+1-341-894-8742x83737,"44847 Phelps Road Apt. 984
Terrellhaven, YT L9P 5X9"
E4492,27,Minor,None,None,None,Pass,7,Moderate,Moderate,682-429-6279x3058,"831 Carrie Inlet Apt. 582
South Donna, NB G2Y 3N9"
E4493,169,None,None,None,None,Pass,6,Low,Low,617-786-5382x58673,"828 York Grove Suite 145
Douglaschester, AB E1M2N7"
E4494,66,None,None,None,None,Pass,6,Low,Low,(706)637-2281,"2763 Richardson Rapids Suite 876
South Donald, AB R3C 8P7"
E4495,44,None,None,None,None,Pass,6,Low,Low,7174646244,"660 Winters Ways Suite 202
Jenniferbury, NL A5Y8H4"
E4496,179,Minor,Within past 1-3 years,None,None,Pass,8,Moderate,Moderate,258.566.6509x3875,"550 Linda Burgs Suite 179
East Ericburgh, NL X4R5L4"
E4497,200,None,Within past 1-3 years,None,Flagged,Pass,9,Moderate,Moderate,001-652-811-9362,"244 Brenda Unions
Lake Kyle, NT S9K 6Y6"
E4498,60,None,None,None,None,Pass,6,Low,Low,498.634.6514,"63124 Harrell Mall Apt. 594
Evanston, PE A3M7L3"
E4499,134,None,None,None,Flagged,Pass,7,Moderate,Moderate,961-376-0987,"927 Timothy Crescent
Johnsonville, NS T4B 7N1"
E4500,457,None,Within past 1-3 years,None,None,Fail,9,Moderate,Moderate,2746007853,"661 James Vista Apt. 230
Bartonhaven, AB G3G 2L9"
E4501,378,Minor,None,None,None,Fail,9,Moderate,Moderate,7156021634,"07720 Timothy Oval
West Rebekahburgh, BC E1B3K5"
E4502,245,Minor,Within past 1-3 years,None,None,Fail,10,Moderate,Moderate,001-472-448-8565x2092,"7068 Jennifer Vista Apt. 695
New Jeffrey, MB L3T 9B5"
E4503,247,Major,Within past year,Minor,None,Fail,13,High,High,336.240.9571,"6003 Leslie Squares Suite 712
Wilsonmouth, NB L4B5K1"
E4504,265,None,Within past year,Minor,Flagged,Pass,11,Moderate,Moderate,875-213-9410,"659 Davies Mount
Rodriguezburgh, NS L1N8G5"
E4505,482,None,Within past year,Major,None,Pass,11,Moderate,Moderate,683.241.8319,"7785 Donna Turnpike
New Denise, QC M5M1P5"
E4506,349,Major,Within past year,None,Flagged,Pass,12,Moderate,High,965-791-4243x6755,"51280 Russell Stravenue Suite 402
New Jonathanfort, QC Y7A7B3"
E4507,478,None,None,None,None,Fail,8,Moderate,Moderate,4445148339,"58684 Charles Burgs
Catherinefurt, YT T9A3N2"
E4508,435,Minor,Within past year,None,None,None,12,Moderate,High,577-830-8946,"4679 Jill Plains Suite 216
Shawtown, BC J8M2G3"
E4509,485,Minor,Within past year,Minor,None,Fail,12,Moderate,Moderate,331.945.0700,"30192 Timothy Lock
Laurenton, QC X6T 7E4"
E4510,231,Minor,None,Minor,None,Pass,9,Moderate,Moderate,892.815.5330,"026 Patel Forks Suite 888
East Dianafurt, NT Y4T3B3"
E4511,430,Minor,None,None,Flagged,Pass,9,Moderate,Moderate,(224)344-0401x0266,"1113 David Course
Davidtown, YT P6J2N2"
E4512,359,Minor,Within past year,Minor,None,Fail,12,Moderate,Moderate,(691)388-7354x994,"53366 Rocha Lake
Washingtonberg, NS V8R 8L6"
E4513,457,Minor,None,Major,Flagged,Pass,11,Moderate,High,001-566-300-7481,"5039 Williamson Glens Suite 651
Floydview, BC B9B 6N3"
E4514,257,Minor,None,Major,None,Pass,10,Moderate,Moderate,+1-322-481-3540x64434,"4529 Albert Springs
Port Billyville, YT J5J1G6"
E4515,349,None,None,Minor,None,Pass,8,Moderate,Moderate,001-348-869-5908x036,"4584 William Flats
West Charlenefort, NS V1R 8R2"
E4516,211,Minor,Within past year,Major,None,Fail,13,High,High,5308903943,"14134 Garcia Cape
Harriston, NL N4H5A3"
E4517,285,Minor,Within past 1-3 years,Major,Flagged,Fail,13,High,High,(464)362-5780x364,"21873 Olson Stravenue
Richmondview, ON V5K8P9"
E4518,244,Major,None,Major,Flagged,Fail,13,High,Moderate,+1-620-944-9279x04202,"5356 Fitzgerald Landing Apt. 610
Port Jessica, ON Y2Y7S7"
E4519,392,Minor,Within past year,Major,None,Pass,12,Moderate,High,(337)329-9604x04542,"667 Larry Ville
North Jasonton, NL R3A 3C2"
E4520,487,None,Within past year,Minor,None,Pass,10,Moderate,Moderate,(968)834-6459x297,"77771 Howard Union
Hendricksmouth, NT P9V 1N6"
E4521,277,Minor,Within past year,None,Flagged,None,13,High,High,(743)388-3585x43716,"0013 Karen Harbor Suite 507
Laurenside, BC J1R 2E9"
E4522,219,Minor,Within past year,None,Flagged,Pass,11,Moderate,High,001-475-670-2802x934,"5879 Hailey Manor
Smithton, AB M4B 6E1"
E4523,477,Minor,Within past 1-3 years,None,None,Pass,9,Moderate,Moderate,975.487.7086,"290 Richard Cove Suite 422
South Haleyland, NB A7M6R8"
E4524,351,None,Within past 1-3 years,None,None,Fail,9,Moderate,Moderate,931.970.2483,"8576 Amy Island Apt. 357
Riosmouth, BC N5T4G3"
E4525,488,Minor,None,None,Flagged,None,11,Moderate,Moderate,5236241360,"749 Raven Centers Apt. 725
Richardport, PE A3C4T9"
E4526,472,Major,Within past 1-3 years,Minor,None,None,13,High,Moderate,389.233.3540,"19536 Diana Lake
East Troy, PE V2C 8S3"
E4527,411,None,None,Major,Flagged,None,12,Moderate,High,+1-342-595-1709,"5655 Benson Coves
Juliaberg, NB H6E3M3"
E4528,379,Minor,Within past 1-3 years,None,Flagged,Fail,11,Moderate,Moderate,290.276.9574x6221,"73705 Peters Field Suite 040
Spenceburgh, QC B3T9B2"
E4529,318,Minor,None,None,None,Fail,9,Moderate,Moderate,4596363649,"859 Wright Rapid Suite 998
Gomezton, SK S7H9R4"
E4530,288,Minor,Within past 1-3 years,Minor,None,None,12,Moderate,Moderate,+1-481-360-1460x75627,"17072 Kristopher Parkways Suite 878
Ayalaville, PE J5A 6N5"
E4531,453,Minor,Within past year,Major,Flagged,Pass,13,High,High,001-813-400-0134x551,"1717 Washington Corners
Lake Jessebury, NU B9C9K3"
E4532,322,Minor,None,None,None,Pass,8,Moderate,Moderate,234.381.5744,"32158 Tina Street Suite 311
Granthaven, NB T1J1R5"
E4533,387,Minor,Within past year,None,Flagged,None,13,High,High,+1-745-632-8477x7013,"38072 Angelica Estates
North Lori, PE L7R 8E9"
E4534,492,Minor,Within past year,None,None,Fail,11,Moderate,Moderate,+1-608-295-6195x730,"6866 Rivera Junctions Apt. 720
Tiffanymouth, AB T4E8A7"
E4535,348,Minor,None,Minor,None,Pass,9,Moderate,Moderate,001-734-754-0179x103,"5235 Lindsay Walks
Kathrynburgh, SK H3K 7T2"
E4536,467,Major,None,None,None,Fail,10,Moderate,Moderate,(487)392-3022x36997,"301 Christopher Island
Andrewfurt, NU H6J5X1"
E4537,448,None,Within past 1-3 years,None,None,None,10,Moderate,Moderate,+1-923-675-9399x2985,"22182 Sarah Pine Suite 547
Nicholsville, NS K9J3T1"
E4538,291,Major,Within past year,None,None,None,13,High,High,+1-385-947-3173,"79595 Hickman Curve
Vargasside, NT H2N 7A6"
E4539,220,Minor,None,None,None,Pass,8,Moderate,Moderate,001-525-459-5120x12331,"4322 Saunders Stravenue Suite 105
New Amberstad, MB N6N 4H4"
E4540,277,None,Within past 1-3 years,Major,None,Fail,11,Moderate,Moderate,001-633-539-1513,"8216 Kathleen Parkways
East Ronaldbury, MB H3Y 7R3"
E4541,256,Minor,Within past year,None,None,None,12,Moderate,High,863.748.4712,"30784 Philip Point Apt. 773
Joshuafort, SK Y9R 9P3"
E4542,324,Minor,None,None,None,None,10,Moderate,Moderate,254.490.8891x60915,"36939 Donna Brooks Suite 846
South Davidborough, AB R2B 7T2"
E4543,431,None,Within past 1-3 years,None,None,Fail,9,Moderate,Moderate,001-278-702-7819x405,"604 Harding Square Apt. 179
Lake Juliachester, MB Y1R9G8"
E4544,206,None,None,Minor,None,Pass,8,Moderate,Moderate,879-289-3724,"853 Tyler Well Apt. 849
Edwinstad, NT G9T9S1"
E4545,372,None,Within past year,Minor,None,Pass,10,Moderate,Moderate,(727)591-0388,"787 Amy Forge
Sarahmouth, SK M8T7V9"
E4546,342,Major,None,None,None,Pass,9,Moderate,Moderate,364-502-1315,"610 Robert Groves
North Anthonyview, AB B7X 1E6"
E4547,448,Minor,Within past 1-3 years,Minor,Flagged,Fail,12,Moderate,Moderate,001-911-336-3552,"6517 Adkins Ports Suite 605
North Michaelland, MB E7T7S7"
E4548,202,Minor,Within past year,Major,None,Pass,12,Moderate,High,(818)987-7521,"02062 Amy Points
Lake Michael, PE T7H7Y3"
E4549,388,Major,Within past 1-3 years,Minor,Flagged,Fail,13,High,High,001-413-599-6331x4854,"0991 Nicholas Springs Suite 866
North Reginaldstad, SK Y3Y4J7"
E4550,322,Minor,None,None,Flagged,Pass,9,Moderate,Moderate,001-462-639-0218x817,"875 Michelle Square Apt. 495
Aimeechester, YT V1K8X8"
E4551,309,Minor,None,Minor,None,Fail,10,Moderate,Moderate,3636241709,"30669 Sandra Stream
New Bridget, NU K9M6Y5"
E4552,289,Minor,Within past 1-3 years,None,None,Pass,9,Moderate,Moderate,550-293-8092,"3318 Green Spur Apt. 100
West Stefanieside, YT N1A2P3"
E4553,310,None,Within past 1-3 years,Minor,Flagged,Pass,10,Moderate,Moderate,631-589-6218,"723 Evans Tunnel
Lake Ryan, AB X8Y 2G8"
E4554,280,None,Within past 1-3 years,Minor,None,Fail,10,Moderate,Moderate,(948)272-3434x67107,"5936 Eric Pass Suite 038
Perezland, AB J1N8R8"
E4555,237,Minor,Within past 1-3 years,Minor,None,Fail,11,Moderate,Moderate,228.460.2489,"7197 Davis Estates Suite 137
Ralphburgh, ON Y9P 4T2"
E4556,322,Minor,None,None,None,Pass,8,Moderate,Moderate,001-945-274-9585,"25395 Mays Forest
Johnsonbury, BC A9N 4Y1"
E4557,319,None,Within past year,Minor,None,None,12,Moderate,Moderate,501.249.8948x077,"7295 Taylor Lakes
Michaelmouth, BC J8L 6S2"
E4558,463,Minor,None,None,Flagged,Pass,9,Moderate,Moderate,792-941-0086x12875,"679 Diaz Vista
Hernandezmouth, QC B6E 9R1"
E4559,436,Minor,Within past year,None,None,Pass,10,Moderate,High,+1-324-609-8071,"0284 Robert Dale Suite 752
Bonnieland, PE E2E3G5"
E4560,321,None,None,None,Flagged,Fail,9,Moderate,Moderate,+1-923-536-4236,"42150 Miller Avenue
West Sarastad, ON B5S2R3"
E4561,222,Major,Within past 1-3 years,None,None,Pass,10,Moderate,Moderate,766.444.9676,"268 Mendoza Plain
Katieton, QC G2N3C3"
E4562,239,Major,Within past year,Major,Flagged,None,16,High,High,(963)478-0743x84694,"776 Miller Key Apt. 965
South Derek, AB S8C 6A4"
E4563,276,Minor,Within past 1-3 years,None,Flagged,Fail,11,Moderate,Moderate,486.356.3578,"744 Jacob Overpass Suite 043
Rachelmouth, MB P6L4C3"
E4564,397,None,Within past year,Minor,None,None,12,Moderate,Moderate,651-986-9705x30293,"08491 Mercedes Isle Apt. 392
Port Devin, NS A1R8S5"
E4565,362,Minor,None,Minor,None,Fail,10,Moderate,Moderate,+1-458-902-4381x09275,"6826 Kristin Pine Suite 963
South Amyville, NT R1L3T4"
E4566,439,None,Within past year,Minor,None,Fail,11,Moderate,Moderate,+1-201-239-1590x28317,"675 Michael Junction Apt. 291
Joshuaside, YT A5P 6V5"
E4567,434,Minor,Within past year,Minor,Flagged,Pass,12,Moderate,High,(465)325-7074,"196 Tracy Rapid Apt. 766
East Brianna, NU P5C4N9"
E4568,221,Minor,None,Major,Flagged,Pass,11,Moderate,High,270-803-8737,"928 Bolton Via
South Antonioland, NT P8B6S1"
E4569,392,Minor,Within past 1-3 years,None,None,Fail,10,Moderate,Moderate,(452)800-5884x6348,"006 Park Tunnel
West Rachelberg, YT T9H 8B1"
E4570,285,Major,Within past 1-3 years,None,None,Pass,10,Moderate,Moderate,(799)982-3444x1823,"7813 Moran Throughway Apt. 835
Christopherport, ON N5V 7S7"
E4571,470,Minor,None,None,Flagged,None,11,Moderate,Moderate,6329905627,"16834 Wesley Bypass Suite 585
North Michaelshire, BC G1P 8M1"
E4572,432,Minor,None,Major,None,Pass,10,Moderate,Moderate,971-392-7302x17211,"597 White Mountain
Christopherbury, NL C2R8H4"
E4573,360,None,Within past 1-3 years,None,None,Fail,9,Moderate,Moderate,(591)453-9469x491,"275 Chavez Lodge
Palmerland, MB P5T 6N6"
E4574,221,Minor,None,Minor,Flagged,Fail,11,Moderate,Moderate,485-475-7581,"119 Mackenzie Drive Apt. 438
Lake Barbara, NL E6T7A4"
E4575,276,None,Within past 1-3 years,Minor,Flagged,Fail,11,Moderate,Moderate,873-384-0780x14241,"2136 Jones Plain Suite 059
Stephanieland, NL B7N4J1"
E4576,361,Major,Within past year,Minor,Flagged,Pass,13,High,High,+1-605-519-3109x059,"6011 Edwards Run
Cherylchester, NS V7G 1L3"
E4577,347,Minor,Within past 1-3 years,Minor,None,None,12,Moderate,Moderate,303-359-7047x88714,"09774 Sandra Lights Suite 140
Hicksborough, NB K3R 5E9"
E4578,257,None,None,Major,Flagged,None,12,Moderate,High,(758)272-2605x0670,"89147 Stephanie Cape Suite 743
Port Alex, NT P5S3S5"
E4579,257,None,Within past 1-3 years,Minor,None,Pass,9,Moderate,Moderate,(935)412-0717,"222 Joshua River Suite 604
Jasontown, QC X4L 9C8"
E4580,498,Minor,Within past 1-3 years,Major,Flagged,Pass,12,Moderate,High,+1-639-790-2286x5204,"982 Sharon Court
New Richardview, NL E2A 7T6"
E4581,351,None,Within past 1-3 years,Minor,None,Pass,9,Moderate,Moderate,893.874.3367,"421 White Hills
North Haley, BC S9X4A7"
E4582,297,Minor,Within past 1-3 years,Minor,None,None,12,Moderate,Moderate,2598543993,"93750 Jon Land Apt. 607
Mariaborough, BC E3V1P6"
E4583,207,Minor,None,Minor,Flagged,Fail,11,Moderate,Moderate,+1-817-634-6282x23428,"651 Fritz Throughway Apt. 206
Port Edwardburgh, QC R6P 4H6"
E4584,250,None,Within past year,None,None,Pass,9,Moderate,Moderate,839-293-4183x64943,"94044 Taylor Landing Apt. 336
Susanstad, QC K5N4T3"
E4585,425,None,None,Minor,Flagged,Fail,10,Moderate,Moderate,3395686322,"514 Jacobs Lakes
New Georgeland, NL T2A 3E3"
E4586,462,Major,None,Minor,None,Pass,10,Moderate,Moderate,689-784-1263x07914,"1445 Cooper Crescent Apt. 023
East Tammyfort, SK V9M3R4"
E4587,274,None,Within past year,Minor,None,Fail,11,Moderate,Moderate,(736)894-5124x600,"0734 Cox Valleys
New Brian, MB V2V2N3"
E4588,320,Major,Within past 1-3 years,None,None,Pass,10,Moderate,Moderate,+1-285-582-1654x906,"3751 Henry Manors
Franciscoville, AB Y4J7X9"
E4589,380,Minor,Within past 1-3 years,Minor,Flagged,None,13,High,High,(933)564-7499,"14973 Williams Stream Suite 358
Roseshire, PE E3M2C4"
E4590,471,None,Within past 1-3 years,Major,None,Fail,11,Moderate,Moderate,(953)666-7927x69608,"87226 Robert River
Burgessfurt, ON X1T8Y1"
E4591,412,Major,Within past 1-3 years,Major,None,None,14,High,High,545.657.2743x22241,"3502 Everett Roads Apt. 472
Shelbyton, SK C8X 5H7"
E4592,282,None,Within past year,Minor,None,Fail,11,Moderate,Moderate,001-914-637-0535x18974,"23097 Chavez Ferry
Katieland, QC V1C3P9"
E4593,315,None,None,Major,None,Fail,10,Moderate,Moderate,001-641-679-1616,"823 Melissa Isle
New Lauraborough, SK X3X 2K1"
E4594,430,Minor,None,None,Flagged,Fail,10,Moderate,Moderate,+1-481-384-1598x827,"3118 Jacobs Meadow Apt. 315
Port Hollyshire, NU G7B7H2"
E4595,401,Major,None,None,Flagged,None,12,Moderate,Moderate,(993)272-4339x13864,"23866 Tara Mission
Lake Josephland, MB A6M 1J2"
E4596,434,Minor,Within past 1-3 years,None,None,Fail,10,Moderate,Moderate,577-383-4772,"035 Butler Ports Apt. 634
West Deborah, AB M7E8T4"
E4597,468,None,Within past year,None,None,Pass,9,Moderate,Moderate,932-720-6418x0704,"999 Campbell Parks Suite 484
Hernandezmouth, PE T9R6M2"
E4598,456,None,Within past year,Minor,None,Pass,10,Moderate,Moderate,402.519.0146,"515 Jessica Locks
East Karen, NS L3C9J7"
E4599,351,None,Within past year,None,None,Fail,10,Moderate,Moderate,001-476-565-3439,"2881 Robinson Road Suite 470
Brettport, YT N4H 3Y9"
E4600,492,None,Within past year,Major,None,Fail,12,Moderate,Moderate,604-836-3294x76238,"3212 Simmons Cliffs
Markmouth, PE B3J8J7"
E4601,283,Minor,None,Minor,Flagged,Fail,11,Moderate,Moderate,+1-479-551-3376x91588,"185 Fisher Meadow
Shaneshire, QC L6B5M1"
E4602,391,None,None,None,None,Fail,8,Moderate,Moderate,+1-916-783-3771x9468,"385 Flowers Neck
Wrightbury, AB Y1J7A6"
E4603,231,Minor,Within past 1-3 years,Minor,None,Pass,10,Moderate,Moderate,(879)691-8859,"6422 Rich Park Suite 225
Lake Janicefort, NT T7M 2J3"
E4604,264,None,None,Major,Flagged,Pass,10,Moderate,High,375.900.3708x9603,"2162 Thomas Knoll
Barryfurt, NT E9L 7V8"
E4605,224,Major,Within past 1-3 years,Minor,None,Pass,11,Moderate,Moderate,490-796-1434,"052 Matthew Summit Suite 179
Hullfurt, BC C3R 3S1"
E4606,404,None,None,Minor,None,Pass,8,Moderate,Moderate,001-826-732-3062x0644,"91986 Taylor Forges
New Laura, NL V2N 2K6"
E4607,465,None,Within past year,Minor,None,None,12,Moderate,Moderate,440-904-8388,"429 Amber Lodge
Myersfort, ON T8G3V1"
E4608,444,None,Within past 1-3 years,Minor,None,Pass,9,Moderate,Moderate,001-223-815-8636x8060,"8006 Cantu Roads Suite 127
Stronghaven, AB C9E1L9"
E4609,204,None,Within past year,None,None,None,11,Moderate,Moderate,(922)321-0337x033,"00630 Nicholas Bypass
Michaelstad, SK P1V 1A6"
E4610,360,Minor,Within past 1-3 years,None,None,Fail,10,Moderate,Moderate,660-596-5235x13088,"382 Robert Vista Apt. 695
South Kevin, MB C6B 9J1"
E4611,362,Minor,None,Minor,None,Pass,9,Moderate,Moderate,750-336-2861,"2058 Preston Field
Thomasbury, NU M9P3T4"
E4612,492,None,None,None,None,Fail,8,Moderate,Moderate,829.704.9093x98304,"2758 Benjamin Plaza
Bryantport, QC G6Y 9H5"
E4613,316,Minor,None,None,Flagged,Pass,9,Moderate,Moderate,9484789009,"5825 Joshua Mountains
Bridgetland, QC P5S1N7"
E4614,364,None,None,None,None,Pass,7,Moderate,Moderate,362.527.2150x15788,"7986 Edward Ranch Suite 779
Lake Jessicaside, AB R6Y9K6"
E4615,281,None,Within past year,Minor,None,Pass,10,Moderate,Moderate,743-594-6708,"6941 Christopher Lights Suite 677
Clarkborough, NL M5R4K6"
E4616,323,None,Within past 1-3 years,Minor,None,Pass,9,Moderate,Moderate,(269)420-2438x40529,"108 Elizabeth Keys
Espinozaberg, NS Y8N 5K2"
E4617,460,Minor,None,None,None,Fail,9,Moderate,Moderate,2763555327,"6618 Taylor Stravenue Apt. 233
South Janiceshire, PE A1J2T9"
E4618,304,None,Within past year,Minor,None,None,12,Moderate,Moderate,001-558-629-8144x424,"4267 Martin Loaf
Joelstad, PE E8P 5S1"
E4619,321,Major,None,None,None,None,11,Moderate,Moderate,(714)371-0619x22695,"433 Alexandra Well Suite 593
South Alexander, YT G4A 7B5"
E4620,300,None,Within past 1-3 years,None,None,Fail,9,Moderate,Moderate,+1-530-211-3844x8561,"94463 Sanders Parks Apt. 280
New Jefferymouth, NU T5S5P1"
E4621,202,None,Within past 1-3 years,Major,None,Fail,11,Moderate,Moderate,774-750-0940x9454,"07428 Tracy Estate
Patrickbury, QC B7X4T2"
E4622,447,Major,Within past year,Minor,None,Fail,13,High,High,3182403982,"6560 Alex Road
Hayesview, ON R8G7T6"
E4623,451,Minor,None,None,None,None,10,Moderate,Moderate,(580)692-1612x6498,"57568 Jessica Gateway
Tonyastad, NT L3G 8X4"
E4624,320,None,Within past year,Major,None,Fail,12,Moderate,Moderate,001-721-658-9368x157,"557 Gonzalez Pine Suite 653
Danielton, SK V8L 7N1"
E4625,377,None,Within past year,Major,None,Fail,12,Moderate,Moderate,001-424-530-3048x955,"500 Jones Shore
Amberburgh, ON V7T7G2"
E4626,205,None,Within past 1-3 years,Minor,None,Pass,9,Moderate,Moderate,001-937-595-6840x3829,"4854 Jillian Forges
Port Stephen, QC N2H 1B7"
E4627,362,Major,None,None,Flagged,Fail,11,Moderate,Moderate,001-512-386-2675x213,"5829 Marie Road
Vanessashire, AB R4L 4N5"
E4628,286,None,None,Minor,None,Pass,8,Moderate,Moderate,+1-357-803-8591x135,"0981 Harrell Place Suite 319
Jameschester, NL L3A9M4"
E4629,301,Major,Within past year,None,None,Pass,11,Moderate,High,001-278-607-4240x618,"170 Jason Estates
North Charlesbury, SK X9J6A7"
E4630,448,Major,None,Major,Flagged,Fail,13,High,Moderate,001-613-645-2579x1088,"248 Timothy Union Apt. 654
Sandersborough, QC B5Y 5S5"
E4631,277,Minor,Within past year,Major,None,Pass,12,Moderate,High,780-759-8343,"4603 Wallace Mission Suite 243
West Brittanychester, BC L2A 6K7"
E4632,314,Minor,None,None,Flagged,Fail,10,Moderate,Moderate,+1-767-346-3557,"733 Margaret Village
Donaldchester, AB S5P5R1"
E4633,256,None,None,Minor,None,None,10,Moderate,Moderate,(456)441-8337,"27715 Pamela Tunnel
Lake Tinaland, NB M1K2G2"
E4634,428,None,None,Minor,Flagged,None,11,Moderate,Moderate,361-958-6455x2123,"9888 Carolyn Ramp Apt. 492
North Davidberg, BC X5S3C8"
E4635,225,None,None,None,None,Fail,8,Moderate,Moderate,326.249.6428x536,"90544 Cohen Overpass Apt. 891
West Angelahaven, AB S2B 3K3"
E4636,351,None,Within past 1-3 years,Major,Flagged,Fail,12,Moderate,Moderate,+1-733-474-1205x796,"35552 Angela Street Apt. 596
Hensonmouth, NB R6C7C3"
E4637,321,Minor,Within past 1-3 years,None,Flagged,None,12,Moderate,Moderate,939.407.5953x98065,"326 Jacqueline Motorway
West Carlos, MB Y7L6J9"
E4638,457,None,Within past year,Major,None,Fail,12,Moderate,Moderate,262-446-5978,"08262 Daniel Curve
West Andrew, PE K5M5M8"
E4639,418,None,Within past 1-3 years,Minor,Flagged,Pass,10,Moderate,Moderate,(934)485-0510,"3739 Susan Brook Suite 647
Reneestad, AB K7H9B8"
E4640,303,Major,None,None,None,Fail,10,Moderate,Moderate,+1-548-556-9658x392,"80358 Steven Drive
Michaelton, NU M2T 5B4"
E4641,351,None,None,None,Flagged,Fail,9,Moderate,Moderate,001-764-549-2991x124,"9392 Todd Mills
West Jacquelineberg, NB Y1X7K7"
E4642,476,Major,None,Major,None,Fail,12,Moderate,Moderate,001-316-659-6403x7056,"78623 Franklin Spurs Suite 681
Fosterberg, MB X7K 6K5"
E4643,208,Major,Within past year,None,Flagged,None,14,High,High,(599)382-0900x68603,"216 Coleman Drive
Armstrongmouth, AB K7S 8S2"
E4644,494,None,Within past 1-3 years,Minor,None,Fail,10,Moderate,Moderate,9573203076,"204 Matthew Station
Brandonland, MB E1H 3P6"
E4645,281,None,None,Minor,None,None,10,Moderate,Moderate,(423)346-2260x50090,"7572 Vickie Courts Suite 719
Andrademouth, PE S2V5H1"
E4646,363,Minor,None,Major,Flagged,Fail,12,Moderate,Moderate,523-373-2313,"7950 Delacruz Course
East Gregorytown, PE T8N 3M8"
E4647,436,Minor,Within past 1-3 years,Minor,None,Fail,11,Moderate,Moderate,001-259-312-2954x199,"1641 Richard Station
Port Makaylamouth, NU V1P5H2"
E4648,247,None,Within past 1-3 years,Minor,None,Pass,9,Moderate,Moderate,627.575.2736,"431 Phillips Camp Apt. 841
Mcneilville, QC R5P9P1"
E4649,418,None,None,Minor,Flagged,None,11,Moderate,Moderate,+1-243-341-5026x330,"971 Mason Island Suite 163
South Chris, MB C1B3H9"
E4650,261,None,None,None,None,None,9,Moderate,Moderate,001-380-927-6050,"134 Matthew Keys Apt. 001
Lake Jessica, NS R7E 2M8"
E4651,219,Minor,Within past 1-3 years,None,None,Pass,9,Moderate,Moderate,806-315-2831x683,"943 Williams Skyway Apt. 893
New Brittanychester, ON X8Y 9X8"
E4652,262,Minor,Within past 1-3 years,None,Flagged,Fail,11,Moderate,Moderate,313-493-9767,"518 Mitchell Square Apt. 997
Lake Stevenfurt, ON R5N 3M2"
E4653,354,None,Within past 1-3 years,Minor,None,Pass,9,Moderate,Moderate,211.227.4809,"321 Strong Ville
Lake Monicamouth, MB J4G 3K6"
E4654,378,None,Within past year,Minor,None,Pass,10,Moderate,Moderate,(881)441-3537,"1913 Olivia Islands Suite 517
Port Kevin, NL X2L 2C7"
E4655,386,Minor,Within past 1-3 years,Minor,None,Fail,11,Moderate,Moderate,743-900-4833x570,"52172 Bryan Corners
Lake John, NB A8R9B8"
E4656,246,None,Within past year,None,None,Fail,10,Moderate,Moderate,+1-607-858-4058,"854 Elizabeth Trace
Rachelchester, SK J4E1J1"
E4657,258,None,None,None,None,Pass,7,Moderate,Moderate,(205)224-2612x0343,"9397 Hodge Pine Suite 284
Port Linda, NT S4L2J1"
E4658,253,Minor,None,None,None,Pass,8,Moderate,Moderate,7544864010,"2050 Perez Mountain Apt. 507
East Nicole, NT L8T5V4"
E4659,475,None,None,Major,None,Fail,10,Moderate,Moderate,001-839-347-7404,"894 Trevor Courts Suite 022
South Coryburgh, YT J7P2E5"
E4660,235,Minor,None,None,None,Pass,8,Moderate,Moderate,+1-952-986-1769x68694,"863 April Gateway Suite 782
East Allison, BC C4P 6A1"
E4661,395,Minor,Within past year,Minor,None,None,13,High,High,+1-611-691-3958x138,"42275 Walker Way Apt. 921
Lake Logan, ON R5H5Y1"
E4662,280,Major,None,Major,None,Fail,12,Moderate,Moderate,328-612-8511x7778,"8564 Fritz Prairie
New Melissafurt, SK J5P3K4"
E4663,407,Minor,Within past 1-3 years,Minor,None,Pass,10,Moderate,Moderate,001-318-841-9126,"9499 Noah Gardens Apt. 066
Huffport, MB X1C 3A2"
E4664,232,None,Within past 1-3 years,Minor,Flagged,Pass,10,Moderate,Moderate,623.568.8537x408,"7409 Ramirez Stravenue Apt. 678
South Maxwell, NS G9P 1X2"
E4665,318,Minor,Within past 1-3 years,None,None,Fail,10,Moderate,Moderate,446.453.2891x52602,"9474 Jay Circles Suite 142
Curtisport, ON S8V7K1"
E4666,294,Minor,Within past 1-3 years,Minor,None,Fail,11,Moderate,Moderate,+1-768-458-1729x2594,"15793 Johnson Forest Apt. 087
South Cassandra, QC T3K 2T6"
E4667,309,Minor,None,None,Flagged,Pass,9,Moderate,Moderate,642-763-5124x95230,"8760 Sharp Coves
East Connie, YT L2G 9H8"
E4668,285,Minor,Within past year,None,Flagged,None,13,High,High,(858)239-7803x564,"191 Ortega Hill Suite 566
Stoutmouth, NS E2K 7J8"
E4669,467,None,Within past year,None,None,Fail,10,Moderate,Moderate,472.772.5956x4247,"251 Jeffrey Light Apt. 404
New Joseph, BC V1V 2M2"
